a0,b0,c0,a1,b1,c1,x12,x15
3eac0bd4,c58d71b6,cad484a5,21813058,159a651e,80b02e25,dad08425,80b13e2d
a3879a00,711dac89,1aff7c89,9f8f95d6,7ae18569,b8a0dc02,197b7489,b32cddc2
dad9a59a,19669d15,f926237d,da167a87,33ddfdf7,649df814,f3bf03ff,6e8f9896
ccff86bc,46f3d828,bdb69ce7,e0e0dcb1,92e525ae,78518c6e,79a01863,b85150ee
76235dfe,24c28790,89dc995a,72d08a9b,f29f2223,0e279619,dfdd9ce8,5c77168a
82ac5249,b6aa7c00,44c94ad3,fc004bae,62de56c2,dc2804ce,c4ed4893,08280e4c
3ae5fd9b,3c162545,2ba23fb6,862da26a,ce980a62,a678d835,192612b5,2474fa17
bdc312c9,d4972db1,f8d90458,0eb375c4,bc8b3deb,0dfe6acd,d0d91410,05ee7a8d
2decaf12,514cbe88,24d59ee3,ef6f47ec,6b81ece0,2e6b35f5,0c199ce3,0426779d
5cca6f13,ada85ba3,cf80dd9e,7e55d587,22f3a0a9,b4d87b27,c3cab69c,ba89aa25
3d46093e,3fdce2c3,4cc5afea,b5a6306c,e9c05397,64d09e85,58c1aefe,f0d4aec1
8e2b5f77,d36fc4d0,15e2935a,01f856fe,96f77387,6bd72e3f,11ea840d,6a4f3869
28f150ed,be7d0eac,086d1657,00e1cf57,bbae546f,cae364e9,08bc4696,ca222eaa
d24d4965,c53de42d,63a5d431,fc4e0c7d,eca0bb23,7e21b976,63a89d35,562db57a
24fc68d7,21c2debf,bed8cbb9,f6e88581,60ddd1c6,b4e8def3,bec4c3e8,f4e0dbf2
7e73a19a,cd631e23,28103763,8e0cdc40,ea4fe143,a328678f,0e309663,a524bbcf
855be016,f4463194,4cbefa63,21d1bb29,df1e53d4,f79e1682,4de69a63,d6ce3482
2232cf42,ff4a189a,768c0f34,a93cdf65,c4033386,8c2beb67,548c0434,a523e063
e4f99a8c,61ae08d5,a15a6bcb,71c287e8,4c1f8d0d,b15a0ec7,85ebeb43,90da8b0f
ef10b0f9,943d4fe2,2430129c,9007209f,a4bc5e5a,97c6e2b1,04300224,87c7e229
8e3c6a09,49de32d2,a140052d,de8e7b8e,0a3996ec,843b7cc8,a3642525,c6bd5cc6
74f5cb97,31febd46,987ca755,7ccff44d,46356a8b,44608ded,ecbd64d0,30ab59a0
ff8e5cdb,bd903df2,6a02ce9d,8bdb5e4d,d2810a24,88085c28,0502da4f,83194a6c
3d69270a,5569cb3e,874b09f2,52d1a251,5f50bbc4,343b2140,8f6229f8,362a0110
35580ecc,2e862c19,d2e5691c,ab46f7bf,fa6a6b21,52f98bda,c6ad6f14,d2bdcce2
8175e238,a5be3661,a3b93235,17564df1,4b198198,21512db6,239c900d,27572847
ddae506f,ee107361,cd66b669,6d137f01,e4eb3916,157b5424,c5ccf60e,1d681e25
1176ad9a,4572983f,ec7d5675,4549850c,18db0553,4da721ea,fd5ddb7d,08aea4e6
1e28b98a,73b30eb3,5b2da33f,6471ea10,2e97f9a2,cbaa0a24,470d123f,8f8ae834
d7726a29,49709efc,2619e1bd,ebcd6a54,62298c79,bff7a767,2549e3bc,94bea563
b018c936,67fbc0f3,23bfaed1,880f4055,b8bb8040,69435caf,b3bfeee3,e1431cbe
6a1f4c77,f222ef38,5d3ef226,099cda90,4c62798e,19780035,773ef610,117892a5
aa4eb9b1,e8aeeb0e,73e2fc62,2d9573ec,d8217f8b,6cb45a5b,53ec6ce3,4c314adf
cd112c7b,f6f368df,8ddc76bf,ba54b4a6,b67abcc3,a044186e,cddd72a7,a0448c6a
f72bdc3a,dfe8a086,73926854,c892f8cd,eccd3e22,0c21ebc3,40b3f474,0c217347
5ce32f52,e39e9df6,91ad004d,136c4951,0ab077fd,c3c40a35,d98f2a4f,c2e84234
b9ac0472,5db8cb54,d2084161,fa724dd2,12a55254,c9d07d6e,db044161,83c0746e
7e936155,36ad9125,bf2606cc,9e5c9a60,ea1da309,196bd850,e3b626c8,857bca70
39afecef,324e94cc,1402f143,32ea633b,641bc1c2,bdc4ed65,0407b54d,af84ac6f
9a715e0e,d989b58f,11b799f4,8266732f,fd637717,266ab077,11d7dbfc,2608f27f
d3c76d72,a36d83ca,ff2563f3,a445d80b,d31d8ed4,137b892c,af656ee1,333b8126
6dd8973b,d3491618,50b6af93,a16b4f94,86654f79,40f9efbd,15bebeb2,41d1a6bd
36c35271,0fddc96c,9f3a4b65,a56c5547,86a7f1c4,f0128d23,9f785b45,717a9d23
b3df6028,c46460a4,fc76ddf8,b03e39db,3e5f7326,296c53a7,4e6dddf8,99564225
f1c077fa,04b0b9ca,e616a5a5,78c70bbe,5114d910,2cc226e5,b796c57f,7c46267f
5a02f005,6f164b9f,cbe98d12,a96b351b,3acf21eb,0080148e,9be9ed16,01c9349e
ad05cde3,e2270583,5b919016,3ae05908,ecd1a33d,e79e3ef2,579514b4,ed7e3efa
51221412,e3a7ec5a,92736a16,35c14be6,3fe8e866,c9ea540e,c2716e06,ddab542a
3ed07507,f33524c3,86311d83,00d09a30,096b0675,a0fd71ae,bc613d85,a0ad739e
a83b4289,1f357611,ff803afa,2329652d,7245c6d8,f5f0f49d,d7b03a73,d4d0d494
73d1c9c9,0cb7487f,fbaf5ec7,8b4f64ee,9a041658,6d3c0c51,e93e16c6,ef3f4877
92f45551,e098d5c2,f8d7b814,4eb62e52,a00c90b4,eec81d4e,f843fd44,ae5c191c
403e02f4,a43b530e,c9e4d1d3,30bfcf5d,8f795708,b50bf93f,c9e6d1d7,9509fd3b
23cf93ba,487842d9,1a7d7ace,bc66d909,81b8f4a3,915d572d,1bbde8f4,191dc725
0729ff85,75d0ade2,0568c57f,1865fe3d,c8bc189f,2c52d713,0040707a,3436632e
3ff229a0,96d3abf9,cb2a625e,14c943b0,8d42f9c0,cdf30d6f,d0ba627e,dd724f5f
1ca6614d,956f12e3,80b88a9c,cfddb5f1,84878782,f738a06c,90188bdd,f6f0350d
afb150c7,1207e8f8,bcf7e3cf,38a3233d,088c2fcd,265c4237,b676a3ca,3edf4102
d94932e8,ad5d3e09,11e4f978,202723ba,4d7ee08d,2770ff45,d1e5ebf8,0753fdc5
f0375f21,50bd9736,a45fbac7,05039320,d0fa4315,b5829ce2,2458eee6,b5810cc2
dc9c2905,127cfaca,6a41f160,a9f345f3,e7fb1557,6b649005,bec5d865,cae7d594
1eb64ea2,fd9ff693,12836ad5,57db528d,809c9efe,468217e7,0e8122f5,138157ea
7e92c049,b765f2d2,ad08b098,d5d0d0da,efa71138,be6b22ed,f58a70d0,eeabe227
cf81e45a,0960e615,e60ae150,5bcfba50,28e536d1,b5bb4ac8,e78b2110,b43eda88
db6381ee,c89a78ae,c93fbcd6,249003fb,d60f68fb,7ec5cf36,d33ebc92,7a55cf67
896d897d,0ccb8d95,f2f68576,0e2876b2,839c54b5,7f5e5fe8,7bb30c56,715e0fc8
3850eb1b,e771f69f,a6313692,ef396f69,7d8fee8a,161f0da3,be613e83,9c2705a2
30441774,bbcc8dd8,36378d5b,65570793,eab63265,adf880a9,26779a6f,ecaa8738
b9cb1c4d,c025c90f,6318dbf3,639d1378,f1ce19b5,c1ba2e35,52d3cbfb,e0333e0d
a2412a5e,4a1722ed,a289fab8,b6c73e5b,ab77c0bc,df70f100,02c9d8e8,7f30d351
c27d2cc2,61f8d642,f55f778f,203a9d92,f9d734ea,82b17845,7572570f,829bf8c5
97edcf7b,1a8efb96,d8f0768e,41990737,c68d1733,038c9d30,4cf1baaf,438d9915
2c366f73,9fdc045c,8cccaa41,db9c0aee,91866492,d1a3c256,80deca03,dbbbc298
69b631cc,e5d24af4,e43c1a40,1faeb2ad,27e1a34c,94505f89,a40e3bc8,9672ff21
62ee9ad1,1034f1e9,7a799a3f,87572480,c6fc3ed6,8015a11d,38b1102e,0655a51d
c90293d8,d7a10546,98806759,5eb735eb,e47e4264,83ec2f29,99826459,917b2a0b
11edd51e,0fd6fc37,ad7b02ed,7d4bcbbb,8b1fa9d9,b3931657,adb257e3,b7da57fd
a3b1e9aa,e7f99ee3,ab539495,2487a432,00cca26e,eca3beec,0862bc1d,c8a69aec
5a0b6a49,728bbd8e,d3302e98,ee80c2a1,8cfd4f29,50546f19,89324c99,be54adb8
3b7c256f,c75d3fc1,6ff95a54,4682f9e4,e1b0a41d,0d154130,4d955b18,0b95d8f4
d9d80c2c,11e2f1df,c7daf510,4e7f6cad,138637f1,eddf04e6,c79af13c,efbb40ca
db62b626,113c24ab,278851aa,19e87878,91ab7459,99a22853,a78a4188,99227823
3e31c6ef,a731e775,12eaabf4,6add4aba,39c8c565,41eb052b,0cdba9f4,4b32073b
ee707287,14e37193,5aab3506,fa85d7ce,b6691e7c,4d948a7b,f8ab5781,ef14cdb5
ade5c503,600ef27c,968e86fe,4ed91830,c394e201,6a35d183,370e86ff,68adc1b3
8dc41799,46928541,71b6657e,2c5ce918,54817449,b85cf4e6,71b67476,b84c15ee
4bbc18e2,6f1e1dfe,6b965375,f6b1c216,562c736b,5b0d70b1,62a65bf5,6b3d32a5
7494c398,e0f13506,6aa1e9d6,c06e7734,8cddaf66,7f81149e,0ea56bd6,3fad06be
04538b0c,85a6aa9b,41b7220a,5b0f65d2,3a872a25,40ae70f2,45b6a206,5baf7060
0a3b5097,fca7a9c4,ad20fd26,2d8e30b8,0e8460b0,58ee2f19,af03bd32,78ec2f29
a6e0d3a6,0553c81e,31ae3a80,abeee954,1e9847c5,490756fb,336eb902,42cddfab
2385b7a7,f84f09ca,a11b5e1c,023e62b9,5dbac895,297de4e8,809edf1b,2949a4f1
c01cf84f,06cb7fe8,6f38543b,d51b3ac8,5969a03f,c561a64e,2f388c7c,9063bc8e
d23ddb3c,37d747dd,75bf6322,385be991,a65cf1d2,e5fef9da,e5b6f12e,f5f559db
c1d67748,264d7744,001e4700,748c3bac,3825adb8,26388202,005e1548,323098ae
20ad96e2,769a89eb,6115eed4,b82b40e5,a5725701,55d03d30,61bd7836,c5f87dd0
374d5692,4452bebc,1067eaa4,60b130df,eabb03e9,5b8f9714,362efeb4,7b2ea741
f0085b26,7db427c0,38eb8aa2,7f8d8e9e,52dbc237,6e203927,18e3cb84,412dbdb1
0ca909ad,a4a761cc,047c2de8,c901fcac,ce0e22dc,f27423f1,0cd52ce8,ba7563f1
26f26589,37f1cca6,d48b6d01,3433cec6,77b9b3e1,710dbd17,d4cb0800,710df351
73a678b8,f25a6cb4,0917e9f3,de4dedaf,fb15ffb2,180eda2d,0811f9f3,10435b2b
b4242d05,8e3c7fda,9560c856,1d307ee5,8393018a,a69b4315,9144e456,abbb3d55
c138e046,19a27f32,3a7fb497,14b83410,c26353ce,17e3f348,fb7f94d3,0763d758
8d9e3931,2156ef86,9ec3d1db,c3e30d4f,2171d283,1b80499c,9ec5e8da,1ba34499
0148e7fb,09a57b76,1602f28b,888eaf19,1220da3e,48806b8a,170253c3,4004ca82
9447f69a,7f05b808,5dadb6f4,97451c65,1ac2382c,65542714,59ea36f4,60112730
a238c4ec,0719be88,7e4f42a3,2c367a4c,c7a5bd22,e1d927b8,fe77420b,e1ed25b0
4d69d34f,8c8dd1a4,024f85a0,5224e980,21ef33e9,c56d4176,0f2f47ed,c54da176
64d403cf,26f42fe5,55045c82,bff90e5a,46218fd9,7025038c,35d05c8e,50f40394
4cddfc37,9b6633a1,4c5f8c7b,1c234274,c4d82a27,8fd62a9b,00c3947d,93f42a9f
24c3d390,054a4613,851b217d,8dc4db5a,2836b98f,a7b43906,a15bf2ed,aaf0e21e
d652f2b4,4890bc56,81d66aed,4af06649,d69464f1,e76766e7,17d6ba49,ed6726e6
21d2529d,28bfcca4,d39b2253,2e9f0315,dcdbeca5,a0df572d,f3db2252,84db572c
08d92ab9,1d01f712,3483ea13,020fafca,9bdc4b39,9a97df7f,345ac23a,989a7375
bc61423d,97397601,ee3dc17b,88d39e07,a9a04f5c,ef38cbad,d23cc166,e7a9d3a8
d500bcf5,03ba2518,f9670fa9,34c17eca,e8bed890,bb4a03bb,3867b329,9b4a7f33
47ceb62b,720c3609,b64f17cf,7bd5498f,a2ee120a,18289d50,f68d33cc,48e89d53
9563dd37,79664873,ec102581,86d63302,0d11901f,86b0c702,f873fda5,82e6d702
4ff14e5f,f29462b3,0d136df1,45101293,19a7a013,0806a209,46222ff1,4916a089
a3dbcda9,753e4c29,2b2df44f,8c02c67f,65619180,e1fca3e9,2b7639e6,e1fe67c0
bfc520cb,d35694a2,571a5ad4,a571e52b,e8a4a069,5dc1b3e7,6cda7a1f,7cb197ec
ebf91d3f,623eaf2a,afe002a0,55a448c2,60d1d6ab,01a2f1ca,ad091ba1,0106b94a
32fda9e9,e45c5b3b,b10b23b7,9773710b,9383199d,80f26515,83d62317,97a12517
4d6fa47a,ea97d3b9,28701672,8c447e74,dd3c559c,7fc114de,2d5b9252,7bc112fa
75963e6d,6bcec31e,d9cac43b,e988582e,ac97370e,0f49074b,9cdaf03b,ce41574b
ad884c0c,44d3e2d2,eefcb06c,52f96554,614bdb8c,2f277283,cb74b860,2fbf53d7
ae6651f8,0da280a5,1d41e470,ddcd9623,c6ef91d6,f3e19729,9705f500,3aac870a
675c1e1c,46c9397b,5d95e455,6e6d7f83,321bf16c,06aae036,39c5ec41,62eaa835
331789f1,e620b930,84f4f46f,ea8052dd,a681378d,a3661d69,84f57cde,e3e61ff4
0d49d08e,ab494f11,301f5aaa,c6fab560,3a6d7cb0,f152e8a9,311f4a2a,7172d989
938b2618,15bd5a56,ff9a4d26,50e14bdb,241d726a,73adf897,ee1a6d3e,630df08f
51310e16,f6e78113,a4775447,c4535064,f73bea69,d4391d76,a5675e55,d4695d16
a93518fa,5a06846b,b531d1a7,3b28d03b,62f8fb2b,ae3bad81,9d05c9e7,9613fd81
e1c562f4,d140ebc6,3b6b0326,fdf770f7,fabdf7e6,150ca274,1aae0306,3cf9b254
435fd94a,fbfabacf,b6751243,bbbb191d,0bd79bea,2151c9cd,f6781343,9178c8c8
3d74daef,dce57431,2b35e7ab,3c54a077,95164f5b,f7a2a53b,2245fdc1,fff28559
13197e8d,0075a2de,11e2aac1,b1a73bfa,96cfa9ae,86f9801b,03faa0c1,165b8b6b
82d04fb4,7ebdf64e,df9397f5,4f60af8d,85e8d90a,7e4400db,5dc398f1,35042fdf
fa50a8d9,9cb51ace,e1f94a12,db947251,c170d23a,f5854549,b9b9c2c2,ac010519
f3f4b5ec,920944fb,b936d878,bb8577a4,999f6fbf,a096c86f,baa2f93c,ab12eb6b
25280c78,af099b82,40466111,fa383006,f2c2d409,9c4f8e3c,454e6d19,c4478e3e
a546152d,0578ba19,9802aec0,67064273,51aaeb22,1043b0ad,9c40bfe9,5441f09e
3870f282,a4268a91,77f1883f,906f6ecb,41957f60,ce25ab10,57c178bf,4e06cfd1
689624d5,3c89fb6b,6e4c7d9e,c79296f8,bed8079f,42c5bf14,6e5c594a,c0d52be4
5b0f7982,a14ed9d3,d0f11ef5,9b99218a,03177214,8448e6ad,d2f83777,0651c72f
bdbe8d60,d6224040,5689170c,fd82f36b,ced565b4,e4324437,4e3f126c,fcb06557
a646a775,09ddd18f,afa3b1be,d4ef0bfb,d89f53dc,624cf29d,2fe133ef,b20ef0ce
69853a5d,3e4581f7,ff4b2ceb,0a55fff3,858b266a,e39e29ca,d6cf0ef6,e9da8e5b
9737d445,29bfedea,e47ee3c3,c0c9bf87,e0abf920,eacf7a3a,656af783,2acf6eb8
6c29ac47,0189d911,2d3e2424,2f144e05,e729410f,c060005b,491eac22,e660085f
58bb6bd0,1da4c63d,70956a28,b3c2b51f,5778816d,3f340413,380d2978,3df40103
4cbb0fc7,f2418895,3383d670,a91fb075,7c88ce30,fa0808c1,3f0ad0f5,720108e4
a84df786,c4a7e6f7,ba11a9ab,d165bdec,09e05f19,729b83fd,3254182d,b3de3a11
c37f50d8,ad259b1f,a77c8496,c0e6c363,d3c46137,b62c93f6,e51dd49e,f6cc51d6
2491aa46,b07b286d,0967c23c,f0911303,b11aeb5b,49c1fde7,0966403a,49c0fee5
3d281255,0ca0d8aa,17c2c62c,f7075e64,769e53c5,fa9fa360,2feac469,8899a904
d64e4d99,0c1a1726,61162d54,3d3639f2,2119f478,55cd418c,65146c4c,78cf60de
5487a21a,bd6f012e,ce230362,b2a78d0d,8e510f64,1a2b3d84,de250168,280d318c
fbed0c5c,4c1f634a,b489eae8,f3c46383,09fc86ce,3ce609db,f568eeec,7d26685b
109d1c60,0dfa90a6,9507113b,73b75727,fee0a8cf,717189c0,851f095b,026399e1
39281867,519a8d7a,87e1bc86,ee29dc3f,40677c1b,f5d79e55,96c9ace7,f5fe4e74
432df118,3abcc55a,eaeaba1c,d8808cd6,a87a29ce,ebb9d15f,e8ee5a0c,7b395dcb
36ece273,bed836da,39802bc4,d50b79e4,450ce43c,a21ba7b1,0b44e9a6,731bf755
1e99950d,87e81968,b0702545,9aa3eea7,98d51405,e5623141,ae692048,ff433d64
f82e5ccd,253f738f,db2130da,83b0849e,3aaf03d1,5d2e9ce8,c3216096,5ebe9cf6
42c77b09,01d0c41d,805d0c87,a21f60a6,d3add07c,17d162bd,c2181c86,95cc629d
84490721,6ffaccaa,3adfcfff,4435e14b,7c5e06d8,7953e446,3adfcddf,79772404
5757bfcb,dba49b62,c91858e7,f12d35db,40b42445,d134f350,da08e7e4,4034c653
0acd56dc,4976dbfe,206047ed,0cbbcba4,35f1e6a8,f004c494,28e553b9,fc87cd90
3c53bcde,12594e52,bc0a9a1e,19dadc7e,0b914338,723c2c13,a44a9654,6bf42079
91f83b6e,ad47e69b,aa61e243,42fd0e53,0c6cfbc1,718b394e,2b49fb09,71a2351c
d6540018,468048a7,091e9c2a,8d0c9598,e570714e,7e547c62,8b4e9c22,ff546dea
c39c35e9,f9ef773f,f9d8dd09,3a11fc5d,8041f556,d98c193a,b854dd60,e18c9973
48237b98,f73b56fe,da39d67a,911f596f,29c97a98,a4c6a771,921bfe7a,34d4af17
521e8321,4ebd7e1a,97885f96,36c86e35,dbdf7834,fe8c2dc0,878a5db6,eacc2be4
7b223499,a945b145,ac925d0e,2eef15ce,5234827c,07758c61,d7b26d17,2d149d69
05e1782e,4f2fa49f,0b5c3a5e,a47270b2,ed868a52,85e0a88f,0bfd1252,25c0880f
e4d418d8,63cead5b,ce89edc7,d98677eb,dc2a6bd3,1fe5888c,6a4ded4f,8661ce04
010ac5d9,64a8988f,8806233f,e6c30c7c,78c76dbb,b985ceac,880ce62f,bdc6ca98
a22d383f,24502abe,7f580baf,eabbef70,146dddce,6e9d7b01,5f753b9f,4ea49c71
b890a503,8e3508b3,ad259079,d536d9ba,55d215f2,fe7e5cfc,35a59578,2f5845fc
ef7b56e5,fcc1da3c,83030e75,4f988b4e,e66d263a,2bbb277b,892b5a71,2133af7d
4fb974dc,94e1024e,1baa8b92,aac6cb08,b8517e32,342adeac,171affce,1caa96a4
02436ca3,aa0e6269,704429cc,c269c282,168f2408,492f022a,70456ded,c92e402a
a3e7ee50,c2cae6c4,3a771532,12497f74,ea12058a,bc4c4517,1ab7f772,bc042653
deda9bca,bf779c04,bda68311,50198f3d,51d0ab57,a87fab99,73249053,e87eac88
a5cac019,3f4804d0,73029e94,91cbedbd,fcb154aa,9b1d3e00,f2cade8c,1ad47e38
754e9844,42adf4f8,37fdf4d3,bb788a18,b5d2e39b,31555c06,42b3e493,822d5e06
1954c029,cef44262,a25ee2dd,687ce03a,de20be21,36fb9048,b20a22dc,36af704a
ea660749,4f59336f,00cb84d0,157a9927,6ed8325c,e52fc172,20cb85d1,e42fc051
fd363779,fe7dcc22,2c80810d,eb577c14,c569d33b,b00b44b8,15949614,9b1f58a8
fce75ca7,10a06e14,2bb01663,1e8b0727,ab6d9a24,70a11adf,93754243,6a281eff
c78fc1dd,dd881f37,52d37d7c,90e33964,3e54e0ed,2499bf4b,915fbca4,a459860b
d49904b7,5143ee9e,3809f035,78450936,52706b48,52dd7ec4,3818f4a3,52dc7fd2
f5ad6fe7,c3a3577d,f84e251b,d990014f,f71f26f7,ffa5d9dd,cce24499,ef35d8d7
ffa73327,2e3759d4,176f6e6a,c234f2b7,e922185d,b5242f54,d06a6f6b,77306fd5
82b61872,3afeb258,5e7572e1,06fa9a6c,c1d5a9d2,d6b14625,dc576ae3,d49b5c2d
b54aa4f4,e6f36fc7,b68f4446,fe6aa975,7e67a85f,0695d820,268fc0d6,9e955930
ce6a6efd,190654bd,31415cc7,511f833e,3375c3d5,e870a5db,3b235aaf,e86326f3
7b15297b,5c285502,cd7d8156,f46bea18,5006881e,86efaa20,c579884e,82c56238
3afc8017,2248e460,d36538cc,ecc2ddc0,9a1e2517,6e53c5f7,eb31b8db,c61104b7
e9ef71e5,b2f8e38f,a46ad31d,63c954cb,fa909983,277b59e0,ec02a319,673309e8
6eb2a05a,b604b666,60336682,058f3010,b2a21258,86151fc0,6491c698,82933fd0
a82cb81b,6ce5f65c,0296dfb9,7242a2ae,739bbe9e,88e7f7ef,0abad7bb,9aa5f76d
7c2d8211,e02663ee,0f7604fe,b627bda9,95d11388,1f160759,7b5304fe,2b313779
60a615fa,55b79b65,c1775c01,5f1bb05e,378178cf,fc66fd1d,a1515dab,be745d17
437e26bf,daf1f49a,92ae8631,d659565b,deafc0d6,e3dc1790,92f0a23d,e78403d8
24c6de94,ce3e7cdb,a7c3cbaa,355b8c37,7dfb9ea3,9e32cbaa,870709ba,af734b9a
d145972b,56743d73,9826682e,599d59b6,21decc77,665cc7f4,c926f92e,37d496f0
b6406d6f,86d3cd61,875588a7,f63ff2a7,6e44a3e8,957b28b6,2755e4ae,756c4a37
a0f7a114,1a9e4bf4,7efa02d4,b84fa8e2,3a921e5c,e9a689ed,5efe03d4,c9aa894d
97522970,a19b16e1,02f8a9e3,8037d8da,756abea2,1a5702a4,96a881a3,9a668ae6
e66e47a2,31e0c1f1,21563af6,ed6481f6,5fe1b04b,17626f93,47567b54,7b626e21
4cb94de7,52112b5e,6fc82db7,711955fc,23f736c4,da0987fe,2f682035,ab099266
5392818a,4214a309,60e51f74,4585ce0d,aaa26d71,ad32d9fa,20779f7c,edb617f2
bac64f8f,22e0f352,8db0ae7e,7284f98e,42c5abc7,0917139e,adb4e6fb,69134b1a
71fa5f55,65c0dd30,91ec7906,050a7ac4,53b3046e,89474a85,a19e2052,8d4512c1
1664c15a,b01a594d,50a05b11,0f0feeff,cfea73e6,421874ef,46c05b1b,4d185e44
72832cb9,1b07445c,0f071261,d8c9461a,7336876e,4bb7477d,6f061251,03b6056f
f953afc4,d91844a1,9a660738,5a1f8ff4,699b720d,218189b3,2a6521bc,31828f17
66b9ffdc,932d22fe,797f62d5,9f4e012f,d50b0052,ed15417d,3f5f4059,eb134151
116aad1a,eb0e55b6,53dbd3d1,e978e2d2,de2a53d6,233e5d16,42fbd7d1,021e5f56
fffa4d4d,493a1a2f,b01b35cb,f192c3c0,0c4d9fd0,fb38e3da,f5693086,ba2a621a
cd834af9,a42fd151,a6b8661a,dbcdb17d,66e819be,6fa7f34d,663b2ef3,ad627320
c9c6a590,a7f77b4e,c26c98cb,cc0de5e1,44abd94a,2fa6d170,032838cb,efaa7170
57f0b8c6,1f4c9fea,a0a8e3a2,d0077e23,cb32d028,90f70a6f,f4d8eb60,40f1446d
fddb5471,e11dcb85,625e18cc,09c7ff13,c04617a0,8f7597b6,43054ced,8e364bb7
d1da3bc8,b078afe2,251260de,b325631c,6a48707b,d8ef2004,f5027b56,4acf631c
7700a3f1,ad6993a3,46d61ef2,ef9b269e,46a58d34,c78dbee0,25d61c63,2c05b876
89420771,6dd484fd,f3b84ea8,a1d74fe2,71332dd5,9e42aa0a,fbfa4f88,9e85a32a
537a0fc6,1157af41,7337b439,3ddf3738,25bf29e5,e2a89c51,635fb2bd,d6609a71
15e2f696,734d37c5,8252fc04,7aafd7d8,b2cca3a8,c6b493c5,83d26800,8635078d
ca0659ae,fe389a4c,a8099299,2f9a457b,fb91d708,83b84536,a809db9d,86300076
3e0c025e,428f7520,dee5f874,39ace940,eeacffc9,0a33cd27,f2e5fa3c,22134567
f8e3fe2c,6c9ab185,2072cdc0,f5122df2,12f5a46d,444edd49,5811d9e8,304cd8a9
916b740e,9285f198,d933b5b3,98478e85,d5777347,1921fcee,d851b5bd,19637e6b
5623a581,2663418a,ab7fe987,ec280321,03ff13e0,f583d375,af7fe987,d18bd155
cf3dd040,75d07b4a,9faabeed,334d7a57,9f7e64c4,571e8850,5586aeed,75129256
2186d94e,2fc80679,f09b0986,c81e0daf,254208da,bea530d4,f0190184,b6af3c77
24785769,24a953e8,e19fa4b8,6bdb63ba,c1c66227,ce0f69cd,c5f7b5f1,af444847
7f304e4b,3661a785,69d11582,4a1abe89,43127716,68963190,1ce15581,2884a111
617f9f94,b90c394f,9a56da05,e54027c8,4ca1d9f7,44ebfaa8,fb7b5a95,a1ebda20
083c3e13,acb459b1,89aa5e15,5f948dff,22de6363,918021b6,81826407,9f802964
62fab07c,47e41d94,9546b507,1e459124,4c082b0c,fc74dc5b,97ae851f,f630cc5b
aec0d188,23877d6e,a2a87580,66360781,909719ec,94582d2b,00a83500,b64829ab
2740a248,b19b5438,a3dbb416,f63efb78,5432b3c0,8682ea43,86db165e,62aa093b
d0717c64,1042e60f,5e97b493,65e37cc2,558dfbbd,db959a50,1ed6a8b3,9e5686d2
a72f3d70,4cd84f7a,c812be5f,29299b7d,44ac8bcb,7b0a603d,c836ba6f,732ae00c
f47fffe0,d5517732,41574d13,c95e4981,4661cc3b,66294d52,d167f613,e7394453
f91e093c,279122d4,c86bb1b7,648c90ea,1fced1f4,810176a7,f075b097,a10de687
355aad2d,5dbf88cb,51694142,6f340714,84e24ab5,2a95deab,4031c16e,6381dcbf
45a4e0ac,645c3b0a,d42ca868,8e0fdaef,aae685c3,e5df4a0b,908c08e0,6bd5d0c2
1c59c161,a4ce39f1,91870805,3ad32ef4,ad7e9d54,3ab949d8,99978824,32296d7c
8b2370db,77ae6eeb,cc6d5091,65e6e37b,4776f773,32f5112a,cc6d4009,12359032
94cd85cb,4a4ba38f,3da6653c,da73bc8b,0eaae953,93df082d,396765f4,d3be00a5
100a82bd,09b66b4b,ac730eb7,4fe6f322,bd2ac305,35e521c0,bc7b8ebb,316181c2
5ab20901,ba1a0c0b,cc64879f,b5834a14,35ba54b1,217ff470,c6c48f9f,a4ffbc60
baddd8e1,14dd6669,f87134d7,5963ca53,e964e94b,dba62f0c,40e8bcf7,8287a50e
4e88936e,5f9341db,c87a8041,7d6a2581,4ba0f08d,cf877120,cc7a1107,dba55020
4f6ed1ef,eef7d2ca,e90af125,00f63443,a5a004bd,c1c85a75,a24c2142,c19e4e36
0216b99f,5af94763,94dbe7aa,e8e025cd,7c7b6fc6,7b8aa261,96d9cf2f,5b0a82e4
9b5d5ffa,07428779,fd8d4a95,0dabd6a2,5317147f,ada99430,edd85997,a9a80632
9d3c4b16,bd005b05,d5a46df9,5dbe5c35,fcafa18a,90612b14,d48827ff,d1cf7311
85eeb5c4,46764c32,2cf53f09,fa6e8cd7,e56b4d20,5d1b91b8,adf93e09,ff1791aa
f1cf83d4,666cc5da,83c551d1,c518550c,8d1923be,e5bf5acb,6280d395,24af1ecf
3b2ef37e,cf146e4b,7a2e048b,0b079ff9,6036e2da,789d6736,510c849b,739feba7
fa861b50,02b2bf03,8fd4ed88,420b1870,e7f55244,c5feebf3,6fd2e4c8,85fde3b3
a8b27c04,584ed51b,56cc0657,49f9f535,cb90b87a,79a2f554,d65e6a57,787a9075
73bb2777,0e72ee2e,b10d3b7f,5da48f9e,e4820be0,f979b32b,d3bd1e39,b1d936a5
4646d773,b3bce9fb,5e01f0a4,8a1bb5bb,d931bffb,dadc9bc9,1c05a6a4,d0d58fc9
ab30e034,233ee3f4,566025a5,36201a28,47565476,bdf0815a,764085a5,99d0935a
