a0,a1,r,c0,c1,expected_value
9f5e6673,063a4df1,9f7146d3,002f20a0,994b0b22,99642b82
63180a4e,7e35e116,a33bf37c,c023f932,dd0e126a,1d2deb58
db3e59fe,e46bb48f,16f4e6d2,cdcabf2c,f29f525d,3f55ed71
45d81abd,f747196b,794e2479,3c963ec4,8e093d12,b29f03d6
ec8091c6,fc274fbc,274b28e1,cbcbb927,db6c675d,10a7de7a
ca04a5fb,1365ef09,d63000fc,1c34a507,c555eff5,d9614af2
669f7e4e,be9e4ce8,c08adc90,a615a2de,7e149078,d80132a6
09354b0d,aabe00d4,e86ab6dc,e15ffdd1,42d4b608,a38b4bd9
30495e56,010f6f40,b8390e18,8870504e,b9366158,31463116
75aaa2ee,bc616af0,40ff86ba,35552454,fc9eec4a,c9cbc81e
1aa2a4be,4de86a34,29ea3912,33489dac,64025326,574ace8a
6433baaf,84828f86,36b7b37d,528409d2,b2353cfb,e0b13529
fbb0ffb5,7fc54d98,04de0c9b,ff6ef32e,7b1b4103,8475b22d
75cab752,c83dc828,ac27e97e,d9ed5e2c,641a2156,bdf77f7a
3cb09e24,ab41ea51,b3a7ad03,8f173327,18e64752,97f17475
fd1782b7,e4ff8d74,dd7dc7ac,206a451b,39824ad8,19e80fc3
f94d9434,ac2cb7f7,0c899ef4,f5c40ac0,a0a52903,556123c3
bf2c0601,4cbd9b41,98a4e76a,2788e16b,d4197c2b,f3919d40
572c241d,ae65c119,e10b9abd,b627bea0,4f6e5ba4,f949e504
f541ff4e,8df2b58a,77acb493,82ed4bdd,fa5e0119,78b34ac4
a480f265,7ed7610a,b89bdc20,1c1b2e45,c64cbd2a,da57936f
abd74cfd,f8c24f47,8701bf75,2cd6f388,7fc3f032,531503ba
235d2823,75d89077,eedb431e,cd866b3d,9b03d369,5685b854
ed3b1c1d,7855e962,9101f603,7c3aea1e,e9541f61,956ef57f
395b3ad7,258fa480,b50c8504,8c57bfd3,90832184,1cd49e57
2e21fad0,dc6162d7,140c7cc2,3a2d8612,c86d1e15,f2409807
28ef1cbf,3c6d924b,6b9dbb96,4372a729,57f029dd,14828ef4
0ebafde0,72236780,38da07c2,3660fa22,4af96042,7c999a60
0a2fe1ad,14277453,44ec0fba,4ec3ee17,50cb7be9,1e0895fe
8a501777,6a21255a,40ae5210,cafe4567,2a8f774a,e071322d
90d7a10b,7759334f,4f743d42,dfa39c49,382d0e0d,e78e9244
240fc34d,7d723bac,b1b85954,95b79a19,ccca62f8,597df8e1
544e9ce4,456bb5b9,9df31137,c9bd8dd3,d898a48e,1125295d
4905ed56,86e147d2,afa42de6,e6a1c0b0,29456a34,cfe4aa84
7a0feefa,7f2b5164,edc34f32,97cca1c8,92e81e56,0524bf9e
70af258e,82332ba6,8ae26061,fa4d45ef,08d14bc7,f29c0e28
dab80ef6,6b6b5852,56fc55b3,8c445b45,3d970de1,b1d356a4
460fc176,68b73407,4e2b72a2,0824b3d4,269c46a5,2eb8f571
8f65653a,61d59f0c,3fa4835b,b0c1e661,5e711c57,eeb0fa36
075f419d,896b19cd,5be4bd7a,5cbbfce7,d28fa4b7,8e345850
a9690ff2,fc310063,e2c7bd68,4baeb29a,1ef6bd0b,55580f91
801bb94c,4f67403d,0b9de173,8b86583f,44faa14e,cf7cf971
188e2d55,ddbd4ed9,ae291c62,b6a73137,739452bb,c533638c
7e14984b,82137106,a7ba515c,d9aec917,25a9205a,fc07e94d
92824553,bd303bb9,e8c0c2da,7a428789,55f0f963,2fb27eea
4782b9c3,9eded68c,cf5bf87d,88d941be,51852ef1,d95c6f4f
fe6a7d18,b4a10b9c,6b2626b1,954c5ba9,df872d2d,4acb7684
6f62dc3d,f8c5223d,8010e160,ef723d5d,78d5c35d,97a7fe00
4f493bda,59e8ac00,e14af05f,ae03cb85,b8a25c5f,16a197da
ad273371,90b41f9e,14c0eb7c,b9e7d80d,8474f4e2,3d932cef
aefa1f88,22e30c1e,50140141,feee1ec9,72f70d5f,8c191396
45713270,c652b75b,5c2cfec6,195dccb6,9a7e499d,8323852b
d813078c,3f5c814d,a2b5efd6,7aa6e85a,9de96e9b,e74f86c1
a1ba7cb5,85391106,4264f661,e3de8ad4,c75de767,24836db3
c173d73d,61f95d54,48cc2dff,89bffac2,293570ab,a08a8a69
db2e9f67,b21dc393,20adb838,fb83275f,92b07bab,69335cf4
01501aa1,6e34ea6e,f718798e,f648632f,992c93e0,6f64f0cf
6a779774,49cdc26c,cb061ea6,a17189d2,82cbdcca,23ba5518
13db8f6c,ec01319b,6afdd52e,79265a42,86fce4b5,ffdabef7
7e10528f,2977edaf,0b8a80e4,759ad26b,22fd6d4b,5767bf20
b69d0e0c,b1b4cd60,b0a90776,0634097a,011dca16,0729c36c
c5b82eb2,d2c35e28,7e034381,bbbb6d33,acc01da9,177b709a
082c84ac,1d0db92e,43632107,4b4fa5ab,5e6e9829,15213d82
606e7c3e,c1e0ea75,9dc7d798,fda9aba6,5c273ded,a18e964b
cd51a11e,fee5791f,8a317328,4760d236,74d40a37,33b4d801
d46e26a7,0394407f,f30b6ff2,27654955,f09f2f8d,d7fa66d8
b472a932,25a1c2ea,c0d3da3d,74a1730f,e57218d7,91d36bd8
d5d0ab3d,fa832135,b3d9c30d,66096830,495ae238,2f538a08
0f908f00,b57a35b4,061339c4,0983b6c4,b3690c70,baeabab4
06f6ad61,7bab33ff,8459609e,82afcdff,fff25361,7d5d9e9e
2f6e35a2,493c1bed,3d361dd6,12582874,740a063b,66522e4f
8609e4c6,396a73fe,0eb48d96,88bd6950,37defe68,bf639738
a3cae15a,6e6b9dc4,986c573b,3ba6b661,f607caff,cda17c9e
5c384c01,b904ae41,db66181b,875e541a,6262b65a,e53ce240
ee4599cf,74164b94,aefb76ff,40beef30,daed3d6b,9a53d25b
6aa2b963,ddc4d94d,de8dd75f,b42f6e3c,03490e12,b766602e
bff93db7,36368c2b,69b6a351,d64f9ee6,5f802f7a,89cfb19c
5513349f,e2f53998,018a329a,54990605,e37f0b02,b7e60d07
68457a27,452dc6dd,9ea90e29,f6ec740e,db84c8f4,2d68bcfa
a3eb7d4c,b73f70dd,916735f6,328c48ba,2658452b,14d40d91
78d74fbc,8bfa2dd9,cd6fae73,b5b8e1cf,469583aa,f32d6265
0f0d6064,1cce4fa3,0f4e0b09,00436b6d,138044aa,13c32fc7
1049b182,f9de6ba7,1ebe2776,0ef796f4,e7604cd1,e997da25
04e884eb,00b7934e,984a8503,9ca201e8,98fd164d,045f17a5
7d25bf4c,aa0699f9,2c3be34e,511e5c02,863d7ab7,d72326b5
d01f76ee,a658f3c2,65af0a46,b5b07ca8,c3f7f984,7647852c
6ffcc761,138357d1,788aa1af,177666ce,6b09f67e,7c7f90b0
36f226d1,2c3a67d1,a3a2b97d,95509fac,8f98deac,1ac84100
e4263a84,5a9fbdab,5f902b8d,bbb61109,050f9626,beb9872f
5119a1f7,a7631c9f,4b8190f1,1a983106,ece28c6e,f67abd68
f7760b6d,e927f516,8cc9d1f5,7bbfda98,65ee24e3,1e51fe7b
ebf315bd,5aea5fe3,8205af52,69f6baef,d8eff0b1,b1194a5e
88c27a88,78006c17,595e929b,d19ce813,215efe8c,f0c2169f
d1ed4ab6,7eafc34e,12029d28,c3efd79e,6cad5e66,af4289f8
fb6e65fd,fe28fb17,1927e027,e24985da,e70f1b30,05469eea
9779e3a5,8f873814,55b97f2d,c2c09c88,da3e4739,18fedbb1
2dc7b4bc,088ba9e2,f5b9f543,d87e41ff,fd325ca1,254c1d5e
2565c324,02b0eb2b,ba964ecd,9ff38de9,b826a5e6,27d5280f
1cdbb4e2,4f306ecb,dcc3b7c3,c0180321,93f3d908,53ebda29
65e484c3,acf70b69,9a6c7460,ff88f0a3,369b7f09,c9138faa
4be85216,eec7e453,575eeb92,1cb6b984,b9990fc1,a52fb645
8e66b6d0,718f78e9,c3b96fb4,4ddfd964,b236175d,ffe9ce39
1ae9c653,6320bf99,6c9ecf93,767709c0,0fbe700a,79c979ca
68b43580,a52adfde,ae2f4c49,c69b79c9,0b059397,cd9eea5e
3f5b9439,4358404e,4fbaaac3,70e13efa,0ce2ea8d,7c03d477
a6d22565,88886795,27ddee6f,810fcb0a,af5589fa,2e5a42f0
f32511f3,dfcfe261,0e32ddc8,fd17cc3b,d1fd3fa9,2ceaf392
bca826a4,54f8db11,237c39af,9fd41f0b,7784e2be,e850fdb5
daf5eb40,e9dc54eb,fb3e0ccc,21cbe78c,12e25827,3329bfab
ea713330,931c7732,7dcae78a,97bbd4ba,eed690b8,796d4402
e4c60e16,994c189d,7b22edda,9fe4e3cc,e26ef547,7d8a168b
353c772c,8b1c48bf,1cc2148d,29fe63a1,97de5c32,be203f93
18484e63,2bbb401f,3b574518,231f0b7b,10ec0507,33f30e7c
4f5bb4bd,85afe970,3f51660c,700ad2b1,bafe8f7c,caf45dcd
3f86473f,dd4b999f,46979db4,7911da8b,9bdc042b,e2cddea0
0fa5aa76,f9a80b32,7aa52bf4,75008182,830d20c6,f60da144
4eff5e6a,9e1b6944,3f6d6425,71923a4f,a1760d61,d0e4372e
2cd6c010,e12b0865,b79b27fd,9b4de7ed,56b02f98,cdfdc875
d0ab890f,a46984f1,1eb04532,ce1bcc3d,bad9c1c3,74c20dfe
37f09c42,fcecfe39,4fce25d3,783eb991,b322dbea,cb1c627b
7aa6e194,252d0b16,19d54108,6373a09c,3cf84a1e,5f8bea82
4d4c21eb,ed77fa0d,88ef8b62,c5a3aa89,6598716f,a03bdbe6
ea9bc665,dfd31114,38b46dbf,d22fabda,e7677cab,3548d771
e37cb05e,025ab938,bb9d0af3,58e1baad,b9c7b3cb,e1260966
47f2d36a,b897d8b2,0586532c,42748046,bd118b9e,ff650bd8
d38ff2ba,ac787494,a0ebb9b7,73644b0d,0c93cd23,7ff7862e
6e9e3dd9,47ae9733,78e0e06c,167eddb5,3f4e775f,2930aaea
0d260fac,aa06f1e5,056d1110,084b1ebc,af6be0f5,a720fe49
352d285c,e2a1d872,f7587c97,c27554cb,15f9a4e5,d78cf02e
9a371e01,d49eb5d7,77134cdc,ed2452dd,a38df90b,4ea9abd6
cd7a15be,443ac3e7,9d132215,506937ab,d929e1f2,8940d659
bebc89e3,7e316e81,3481c16a,8a3d4889,4ab0afeb,c08de762
5717ab0a,d15d37c2,9fe9c4be,c8fe6fb4,4eb4f37c,864a9cc8
72463a28,3b56e154,0c8df95e,7ecbc376,37db180a,4910db7c
5927d707,2bb75046,10fcc60b,49db110c,3b4b964d,72908741
addc3b48,adcabbc7,6de1af18,c03d9450,c02b14df,0016808f
d2e7bd5d,caaf496f,c6ae7681,1449cbdc,0c013fee,1848f432
0f3f171f,d8179f9e,8979d0d7,8646c7c8,516e4f49,d7288881
0cd5e59c,e155aef6,0aa2a62c,067743b0,ebf708da,ed804b6a
f4dda5f1,a1f75c6d,33ac2f05,c7718af4,925b7368,552af99c
531f8b39,c4239953,8e1f7066,dd00fb5f,4a3ce935,973c126a
05886e2f,fa08ec7d,33011966,36897749,c909f51b,ff808252
4952b2a1,044e1f08,5efe623a,17acd09b,5ab07d32,4d1cada9
f20b43b5,56b83c23,2a494c3c,d8420f89,7cf1701f,a4b37f96
e8c7703f,144a55a1,c46db8ab,2caac894,d027ed0a,fc8d259e
2c38eac9,60a3e00a,ad2d8e37,811564fe,cd8e6e3d,4c9b0ac3
c8fd55e5,389fa6c3,70ff2e92,b8027b77,48608851,f062f326
418d49ef,a7b4aa5d,c7cdcd98,86408477,607967c5,e639e3b2
f510caf2,56f56f6d,d8384208,2d2888fa,8ecd2d65,a3e5a59f
ea6e045d,e1cd22bb,8e552986,643b2ddb,6f980b3d,0ba326e6
b9e0076b,5ac64df6,7933b36b,c0d3b400,23f5fe9d,e3264a9d
3c61f13f,099ea378,a09883d6,9cf972e9,a90620ae,35ff5247
f83b9917,d0c45f79,234f8cab,db7415bc,f38bd3d2,28ffc66e
6d1e9ca4,0349d28b,cc554183,a14bdd27,cf1c9308,6e574e2f
9dc56b11,6acad7f7,15a283cb,8867e8da,7f68543c,f70fbce6
3897bc2f,d5c5669e,77490b9b,4fdeb7b4,a28c6d05,ed52dab1
b7c0a3de,b509ebaf,40a243e6,f762e038,f5aba849,02c94871
352618a5,52d2107b,eb74aac7,de52b262,b9a6babc,67f408de
221e3e66,9348f0c2,5a0ecaf7,7810f491,c9463a35,b156cea4
1e469514,100131fe,0206b9a6,1c402cb2,12078858,0e47a4ea
d29083e0,f4142d85,a9ad4f76,7b3dcc96,5db962f3,2684ae65
cdfe67a1,6e86db62,3ee0e6a8,f31e8109,50663dca,a378bcc3
b7c2e980,a1ce5350,94d85330,231abab0,35160060,160cbad0
802492d1,e4f0b4ff,6f4ba2bb,ef6f306a,8bbb1644,64d4262e
b9108d88,ca5667f9,369a27be,8f8aaa36,fccc4047,7346ea71
06448b6a,bfa22b6b,6c234edf,6a67c5b5,d38165b4,b9e6a001
1cbab1d8,dc95eebd,d2178bf9,cead3a21,0e826544,c02f5f65
7bcc67f2,745a9ae2,ef6b1b41,94a77cb3,9b3181a3,0f96fd10
9bcfe88d,0b336608,ee82c4ec,754d2c61,e5b1a2e4,90fc8e85
b00c15ef,0f6e5a44,21fd8bc9,91f19e26,2e93d18d,bf624fab
29f6efa3,05e5064e,642ff2f7,4dd91d54,61caf4b9,2c13e9ed
f51f2087,436ce15a,f3149c47,060bbcc0,b0787d1d,b673c1dd
e4019339,7b1efa41,44053855,a004ab6c,3f1bc214,9f1f6978
4db5c3df,7e28811a,37aeb491,7a1b774e,4986358b,339d42c5
834f0152,e7586915,736cf3f8,f023f2aa,94349aed,64176847
415a0aa2,1e0a58ef,297042de,682a487c,377a1a31,5f50524d
c9f7df38,22493fe0,6b3f9512,a2c84a2a,4976aaf2,ebbee0d8
cb458fae,852f6c83,583e4eb6,937bc118,dd112235,4e6ae32d
04dbd828,0cb8b8a2,d3efa37e,d7347b56,df571bdc,0863608a
6365f24f,1e1b6f89,96f676de,f5938491,88ed1957,7d7e9dc6
1749899c,f8238470,c148cd91,d601440d,396b49e1,ef6a0dec
18465278,2fc65434,55b765b5,4df137cd,7a713181,3780064c
17d4cd65,43382fa3,9f172712,88c3ea77,dc2f08b1,54ece2c6
552f26b2,35b15ccb,06091672,532630c0,33b84ab9,609e7a79
e81e1f4d,c00ef1a4,78ea68c4,90f47789,b8e49960,2810eee9
39f2590d,83768d5d,bd4a5bb6,84b802bb,3e3cd6eb,ba84d450
24b058cc,b2034cd2,e9a22e18,cd1276d4,5ba162ca,96b3141e
08bea896,0f898dbd,fb5dd659,f3e37ecf,f4d45be4,0737252b
bbf98cb9,f35a2272,791a0bef,c2e38756,8a40299d,48a3aecb
fdefa3e3,d031cad7,21e4bf30,dc0b1cd3,f1d575e7,2dde6934
d63e3fd1,27ea3d5c,bee2dba4,68dce475,9908e6f8,f1d4028d
d4e03e50,97958b33,df50997d,0bb0a72d,48c5124e,4375b563
11cfeac7,3a71e0a9,23985fbd,3257b57a,19e9bf14,2bbe0a6e
584ca31e,2e05222f,8b76d3fc,d33a70e2,a573f1d3,76498131
163a5b80,85d58582,1376ebeb,054cb06b,96a36e69,93efde02
8801a4a2,ef75fe5e,3090f6f4,b8915256,dfe508aa,67745afc
eff2abda,7f5eff7d,0d5562b5,e2a7c96f,720b9dc8,90ac54a7
6bae1ccd,702f56e1,065554a7,6dfb486a,767a0246,1b814a2c
37619e60,7f5c5877,1ef22313,2993bd73,61ae7b64,483dc617
a7b94ee0,ad553f22,c51a417b,62a30f9b,684f7e59,0aec71c2
88559ea4,549d93f3,ec2cc90b,647957af,b8b15af8,dcc80d57
f811a801,315e5661,de716ebe,2660c6bf,ef2f38df,c94ffe60
0939ed53,20c1b24f,04c862da,0df18f89,2409d095,29f85f1c
f3fbacc0,1a4aae0e,2b1b3a62,d8e096a2,3151946c,e9b102ce
58ba22e8,f71dc1bd,41ef0bde,19552936,b6f2ca63,afa7e355
ca938656,0f28929b,c7fe7e08,0d6df85e,c8d6ec93,c5bb14cd
20d0477a,9137a286,d2521575,f282520f,4365b7f3,b1e7e5fc
bb04c95a,50a5f140,ed19cc5b,561d0501,bdbc3d1b,eba1381a
cc872b4b,f9180c45,2c6dd1af,e0eafae4,d575ddea,359f270e
b385eda4,7cde6413,8e3eb919,3dbb54bd,f2e0dd0a,cf5b89b7
f805e720,3defc538,a5526c4e,5d578b6e,98bda976,c5ea2218
5a9538cd,ca849354,33fce9e8,6969d125,f9787abc,9011ab99
ff09f11c,afdf9084,405113f9,bf58e2e5,ef8e837d,50d66198
d934cb77,c46d852a,9b222bd5,4216e0a2,5f4faeff,1d594e5d
f64c3e1e,2529f717,76c2a49f,808e9a81,53eb5388,d365c909
b77e7032,32dd8df3,3dbdfdfa,8ac38dc8,0f607009,85a3fdc1
fa664183,5e46d1fb,c2ce613c,38a820bf,9c88b0c7,a4209078
1b180ecd,2c6801f7,cae6c6c7,d1fec80a,e68ec730,37700f3a
c6e94286,071ce0bf,7edaf990,b833bb16,79c6192f,c1f5a239
8f2a7494,e58494a7,d4a4be82,5b8eca16,31202a25,6aaee033
e3a0f92f,d92e0564,8f7f9f08,6cdf6627,56519a6c,3a8efc4b
dede1b46,1c44abdf,b18d433d,6f53587b,adc9e8e2,c29ab099
07b09c41,ad6374c9,09d8f983,0e6865c2,a4bb8d4a,aad3e888
c13b591b,02b8cd35,a35ae6da,6261bfc1,a1e22bef,c383942e
19fc0fd1,a52be627,46824b03,5f7e44d2,e3a9ad24,bcd7e9f6
f4672f2f,41f8df45,1b9497d4,eff3b8fb,5a6c4891,b59ff06a
6f614096,5a737704,3f2bc02b,504a80bd,6558b72f,35123792
c1b2e788,82f756b8,1158bfad,d0ea5825,93afe915,4345b130
f458e4c1,63f36407,0efae210,faa206d1,6d098617,97ab80c6
59e5815b,a6454c54,8b56c3cf,d2b34294,2d138f9b,ffa0cd0f
5d8329ac,c2f2f702,d041b43a,8dc29d96,12b34338,9f71deae
ce82e634,9f363d2c,195ac731,d7d82105,866cfa1d,51b4db18
6d9386f1,985f103a,930a9d82,fe991b73,0b558db8,f5cc96cb
b90404e0,7bd73706,f7d8a155,4edca5b5,8c0f9653,c2d333e6
7350526c,3263a95d,f37f15b4,802f47d8,c11cbce9,4133fb31
ed1d2674,8b433744,2a7e05c8,c76323bc,a13d328c,665e1130
0edbff1b,0ff169e1,5229d72c,5cf22837,5dd8becd,012a96fa
6ee03012,76e42c3d,b5dbb350,db3b8342,c33f9f6d,18041c2f
d644ddbe,780d7a8a,734f8fe5,a50b525b,0b42f56f,ae49a734
def59406,cacbfdc6,bdf0958b,6305018d,773b684d,143e69c0
56b45f39,2bbb8b13,1ea11718,48154821,351a9c0b,7d0fd42a
01157a3a,413fb216,8b868522,8a93ff18,cab93734,402ac82c
a3eb7fb5,1cb1c7b8,c7af4831,64443784,db1e8f89,bf5ab80d
a91eb5ef,0b31c232,8a0a3199,23148476,813bf3ab,a22f77dd
292eefcb,3d72045f,1e9ecb71,37b024ba,23eccf2e,145ceb94
ca6821d9,3f7874fc,8fa3a8ce,45cb8917,b0dbdc32,f5105525
cd338b87,2fab8acf,02f77891,cfc4f316,2d5cf25e,e2980148
683e3385,76aca828,1985568c,71bb6509,6f29fea4,1e929bad
65551ba4,657d73ee,1bcd9f2d,7e988489,7eb0ecc3,0028684a
e43a776c,e1f2c085,5358a825,b762df49,b2aa68a0,05c8b7e9
61e199e0,e9dfe3e9,7c9ee2fd,1d7f7b1d,95410114,883e7a09
877c63ba,7743458b,a042a96c,273ecad6,d701ece7,f03f2631
26fc29f7,f5822301,a376e973,858ac084,56f4ca72,d37e0af6
a6ac703e,0f49f67e,690ec29c,cfa2b2a2,664734e2,a9e58640
f04aec8d,9f656729,94d22059,6498ccd4,0bb74770,6f2f8ba4
7572fa55,6cc771e0,eae722f3,9f95d8a6,86205313,19b58bb5
c0b9cbeb,0dd96eba,37c40ccd,f77dc726,3a1d6277,cd60a551
e765e24c,5fec0105,e6fb33fc,019ed1b0,b91732f9,b889e349
54b88190,dc1c6c72,320132a6,66b9b336,ee1d5ed4,88a4ede2
e1ceee3a,719bfb79,81382889,60f6c6b3,f0a3d3f0,90551543
64696e39,ef4b0718,62db716a,06b21f53,8d907672,8b226921
80e2059c,c8740985,22a1d2b8,a243d724,ead5db3d,48960c19
dd306842,1268ab45,98b2b143,4582d901,8ada1a06,cf58c307
102fed97,5ae8d7b4,7476af60,645942f7,2e9e78d4,4ac73a23
251037d1,598631ec,27560bf9,02463c28,7ed03a15,7c96063d
32ba3fba,46b48917,41926e3e,73285184,0726e729,740eb6ad
b9134e26,bf827874,dbaa7bc7,62b935e1,642803b3,06913652
f6e21c17,5874f837,f2e10b19,0403170e,aa95f32e,ae96e420
241523bf,615c5aeb,40a7dfca,64b2fc75,21fb8521,45497954
a35d457c,67f5669c,076d1546,a430503a,609873da,c4a823e0
cc68719b,2dbdfc3f,35bf909f,f9d7e104,18026ca0,e1d58da4
b3317040,147ccab2,6cad87e1,df9cf7a1,78d14d53,a74dbaf2
974d4faa,96f350c7,21246ab1,b669251b,b7d73a76,01be1f6d
091e9929,0b44b27b,042e0c6d,0d309544,0f6abe16,025a2b52
4cced1d2,4cae3789,edfcf65c,a132278e,a152c1d5,0060e65b
5f241c7d,eea0e0a8,108ec7e0,4faadb9d,fe2e2748,b184fcd5
3a4d69fb,1630aee5,066221ba,3c2f4841,10528f5f,2c7dc71e
6514b0b9,af7db239,718f054b,149bb5f2,def2b772,ca690280
702dca25,cab75cc8,4ace312f,3ae3fb0a,80796de7,ba9a96ed
07c32bf7,69374134,c34add89,c489f67e,aa7d9cbd,6ef46ac3
2352f748,985e986b,10c4fc84,33960bcc,889a64ef,bb0c6f23
128ad5f3,94209857,bb08706a,a982a599,2f28e83d,86aa4da4
aa888361,d6321fc4,fb95d85b,511d5b3a,2da7c79f,7cba9ca5
737883a9,7ecdf099,4e63b296,3d1b313f,30ae420f,0db57330
ab45e4c8,cd862d02,2ae00fd0,81a5eb18,e76622d2,66c3c9ca
7ab58c5b,a5d043d7,bbe59f0a,c1501351,1e35dcdd,df65cf8c
82abb1eb,affb6fac,3b8de7d0,b926563b,9476887c,2d50de47
9952b8e1,a531d805,8b4dd1c0,121f6921,2e7c09c5,3c6360e4
656e1932,554c902a,b3cb29db,d6a530e9,e687b9f1,30228918
a033493c,2fece342,107cb95a,b04ff066,3f905a18,8fdfaa7e
6262b82d,2931b74f,a791b7e8,c5f30fc5,8ea000a7,4b530f62
25e9ec06,c924f514,b35a77c7,96b39bc1,7a7e82d3,eccd1912
2de9c8ac,bdf64f9b,ffa78ed6,d24e467a,4251c14d,901f8737
307b7ed9,2037c9ec,d8cfdb89,e8b4a550,f8f81265,104cb735
86ced05a,008b2dcb,9c5fc9f6,1a9119ac,9cd4e43d,8645fd91
c9f9695e,75f09b5d,e112b905,28ebd05b,94e22258,bc09f203
e15d4ab7,a0a5b28a,4e56a9fc,af0be34b,eef31b76,41f8f83d
792459e4,e8ee6564,f7bf971a,8e9bcefe,1f51f27e,91ca3c80
6217d57b,2172ce43,ffc7640d,9dd0b176,deb5aa4e,43651b38
b9dc6649,668991ce,31a4d0d2,8878b69b,572d411c,df55f787
fff13913,e4b410e8,cdaa8f7a,325bb669,291e9f92,1b4529fb
8eabceea,6607ac64,b405125c,3aaedcb6,d202be38,e8ac628e
a07a2e88,e1491d04,c1623841,611816c9,202b2545,4133338c
850452b7,6cc6252b,4130473d,c434158a,2df66216,e9c2779c
d42cec10,a40d05fb,78e7842c,accb683c,dcea81d7,7021e9eb
70d198bb,8085e90f,31739e7a,41a206c1,b1f67775,f05471b4
5e218f75,c87bbbc4,e5b11bec,bb909499,2dcaa028,965a34b1
605f5295,768f3c30,554691b2,3519c327,23c9ad82,16d06ea5
ad695f4f,469933cd,04871164,a9ee4e2b,421e22a9,ebf06c82
f36752a6,16cdb774,59ab75af,aacc2709,4f66c2db,e5aae5d2
9b5071b0,be2294f0,18fb90d2,83abe162,a6d90422,2572e540
e9c4a4e6,641e0078,fbbd5675,1279f293,9fa3560d,8ddaa49e
fd79590f,9b4fd0a3,b227150b,4f5e4c04,2968c5a8,663689ac
54d54baa,da313f66,3c0fe878,68daa3d2,e63ed71e,8ee474cc
e026d2c9,957a1d03,36dacb4a,d6fc1983,a3a0d649,755ccfca
1a43527a,e3dd13f1,c4d9c81c,de9a9a66,2704dbed,f99e418b
bce569c3,d471c924,a88168c0,14640103,7cf0a1e4,6894a0e7
218cde80,df7a0528,2c512e08,0dddf088,f32b2b20,fef6dba8
effb00c4,c6ca7561,e1c2a229,0e39a2ed,2708d748,293175a5
633e2444,1d59859a,90930c95,f3ad28d1,8dca890f,7e67a1de
998e4111,fe8e07d3,5c35af3b,c5bbee2a,a2bba8e8,670046c2
ec4980fd,9cb2b9af,5d1fbe63,b1563e9e,c1ad07cc,70fb3952
878d66e0,e30aa2a6,ee3c5643,69b130a3,0d36f4e5,6487c446
ad7cd070,3a5d64dd,3e95fefe,93e92e8e,04c89a23,9721b4ad
e59ac436,8d83a788,2e6d9c62,cbf75854,a3ee3bea,681963be
2029946d,48430f2e,e2070ecb,c22e9aa6,aa4401e5,686a9b43
1fa15043,8e340fd1,bbd149ce,a470198d,35e5461f,91955f92
90da8925,a6ba6e8b,64002b96,f4daa2b3,c2ba451d,3660e7ae
959e5a21,c3992fb6,8c364fc4,19a815e5,4faf6072,56077597
2cd19f79,6658b4ec,ba4ac5e5,969b5a9c,dc127109,4a892b95
3634e60d,1d738231,82c683b8,b4f265b5,9fb50189,2b47643c
3da685a6,3e2480c9,7185a36f,4c2326c9,4fa123a6,0382056f
dc47a456,9519e955,ec99e296,30de46c0,79800bc3,495e4d03
432d9c39,69984ceb,6132824d,221f1e74,08aacea6,2ab5d0d2
d9c8cf22,4b4646dd,83613cea,5aa9f3c8,c8277a37,928e89ff
62b41e49,dbde86d5,ed3d6e6e,8f897027,36e3e8bb,b96a989c
a7c8049c,f37705e1,56428d72,f18a89ee,a5358893,54bf017d
8338b267,6cb42db1,bb3d5ab1,3805e8d6,d7897700,ef8c9fd6
bfe5f112,0238b440,895089ee,36b578fc,8b683dae,bddd4552
a466e498,4cdb82a7,e3c71d8a,47a1f912,af1c9f2d,e8bd663f
2e9a3de8,f40c4ac4,3daaf62b,1330cbc3,c9a6bcef,da96772c
e78d96d9,d2fb8a9a,a979fb1b,4ef46dc2,7b827181,35761c43
113c2307,aa76dee3,70511864,616d3b63,da27c687,bb4afde4
f08b425b,eeae1b73,1d624559,ede90702,f3cc5e2a,1e255928
a0a8a674,9720813e,c1e136f2,61499086,56c1b7cc,3788274a
0ea7398c,e05600c5,ea8d567f,e42a6ff3,0adb56ba,eef13949
26c0e838,d6e00e43,bb935ac2,9d53b2fa,6d735481,f020e67b
f784990d,bb9d0f13,8315f8c3,749161ce,3888f7d0,4c19961e
361c9811,0d93902c,3dd9d2fe,0bc54aef,304a42d2,3b8f083d
7b15dad0,57482eae,d27d6e0d,a968b4dd,853540a3,2c5df47e
e7c0e3d6,05ad6283,1fe6de16,f8263dc0,1a4bbc95,e26d8155
41404b9f,90cb6d26,0ffdc010,4ebd8b8f,9f36ad36,d18b26b9
36765724,f8dd6384,d559bd89,e32feaad,2d84de0d,ceab34a0
f849862c,013496db,a037394e,587ebf62,a103af95,f97d10f7
c263b38f,86874762,c22ed74a,004d64c5,44a99028,44e4f4ed
716ebfb3,1951f8b3,8d081fcc,fc66a07f,9459e77f,683f4700
9d9dc53a,2481ca16,d9d11c8f,444cd9b5,fd50d699,b91c0f2c
1363d1aa,94eb0f12,37b9012d,24dad087,a3520e3f,8788deb8
ab0d89a1,6cff42d2,dabcaa42,71b123e3,b643e890,c7f2cb73
ec683436,2d3983b8,0073ac80,ec1b98b6,2d4a2f38,c151b78e
