a0,a1,b0,b1,r,c0,c1,expected_and
8b38a9a7,5979a5a4,148e52d4,61b94853,00000055,10000055,40010856,50010803
f354feae,c74c231c,946c4e18,41f0df5b,00000055,14084c45,0010dd47,14189102
27b92ec3,fbb92c03,c3816fdd,7b13152e,00000055,c0000295,58000055,980002c0
28621725,56c531a7,85994c70,fd2d0a6f,00000055,04810455,7c250257,78a40602
91ca6793,3796a98e,c8215554,8c0340d9,00000055,80004441,8400404c,0400040d
78edb575,8ad11a3f,b8e8b029,38497bb3,00000055,b028a05d,30082b57,80208b0a
e89cef2c,7e99fee3,0080f3f1,69aa8bae,00000055,00001194,000001db,0000104f
2b6428c4,6f4d1522,f00cf8ff,8b7ee5d4,00000055,400838b3,00282591,40201d22
d5aac579,1e72fab6,824effe0,112cfbcd,00000055,82483f95,01083b98,8340040d
03e8a7a4,c8c9282c,3840233e,4558d1e7,00000055,0800035d,410081d5,49008288
d7478158,d1c99d9b,bb0b2600,06bb21a5,00000055,020a0455,068a00d4,04800481
82f98592,d4e54373,79f8f756,c723bdc4,00000055,5018c615,46008495,16184280
cdd1c6d5,1bae10f6,cd7a04eb,1459e19d,00000055,c47a0476,1459c054,d023c422
d30ce278,42ad11fa,26a96319,c7a883ee,00000055,00a16355,81a083d7,8101e082
2e450c6d,e3cdcb37,a9b3a48f,e793a1b4,00000055,8980845f,c5808145,4c00051a
5584041c,1475f6f3,352a30b1,e3ebcb64,00000055,012030f4,41e1c231,40c1f2c5
ada5e497,acd8980c,268b6600,916219a6,00000055,00096455,016018d7,01697c82
d572d659,849b5b96,4281bbb7,edd4bc84,00000055,408189d2,41c08cd1,01410503
f4ae4074,ce80c428,afc22a43,d90b2f39,00000055,2a020015,180a044d,32080458
d9b6f83b,7312171c,5a6db242,d081cd63,00000055,0a24a257,8080cd76,8aa46f21
cb5f9560,baec5e7b,683e2905,7703dc92,00000055,60320954,7103c847,1131c113
5e2d3595,70398a43,71440493,f51a3e1f,00000055,200404c7,24103e43,04143a84
3a38613d,74eacbee,31bfb4fd,f0645820,00000055,0092a084,40400855,40d2a8d1
09e657fc,14a897e4,504cab3c,a1057c30,00000055,104c804d,01044045,1148c008
5119b17e,bff69ddf,54152f21,4d8800f3,00000055,44052c74,4c8800f4,088d2c80
51ada019,086ac11e,9ab425b2,71c0d5ed,00000055,18842157,51c04150,49446007
05bbfd18,f46fd65e,bf681fe3,8f409f16,00000055,b1400b17,81400b53,30000044
72ba2c8e,feb7fb7c,c439d176,9695995d,00000055,8409d127,84059105,000c4022
149c9bb2,39e6f659,b10eb678,222cbb66,00000055,210a243d,20282937,01220d0a
1167c7eb,4ba16f91,78ff3860,682e1285,00000055,58c62835,48060055,10c02860
acc8e87d,9f6d1622,dfb0fec6,90a37569,00000055,13a0fe13,10a1741c,03018a0f
28091f8d,8386270f,1d6618a2,86779bab,00000055,090618d7,820718d7,8b010000
fad4c90e,60840a77,0970494d,c9066ae4,00000055,0850411c,88004235,80500329
e9c75549,0b5a4df4,b6c291ee,451b04cf,00000055,a28010f9,401900d8,e2991021
52f68a3c,a8b7be84,6e2448ce,15f4883d,00000055,6a0000dd,1040006d,7a4000b0
3444936c,17c3e1b2,a0b03470,1fa868d1,00000055,20803005,03806085,23005080
5c2ea432,7b216dc8,07846f24,ad9de205,00000055,07044975,250dc055,22098920
c66b8545,562826d1,26bb31ae,9fc61d44,00000055,000321d1,90420151,90412080
edff15fe,9de5770d,297e1234,9b1ab097,00000055,201a0265,101a20c6,300022a3
4b329180,de5e02f8,c47951e0,d3444cf4,00000055,84681135,91440025,152c1110
bbfbf59f,3d76f839,a6212f06,7eeed0c4,00000055,86010d53,068c00d1,808d0d82
9173a3b4,c383a24c,b54535a4,1641e808,00000055,104001f5,1240005d,020001a8
3730d0bd,05391730,8e797105,9ee52014,00000055,02094150,12010051,10084101
1f9f84fc,363dbd5b,4a95398e,d85f6b81,00000055,088039d3,080229d4,00821007
bfbae5b4,3162a086,fe679155,d459093a,00000055,8e400145,84580167,0a180022
bdb6a25d,dd803e5f,ecf2b961,4247834e,00000055,60329855,40068057,20341802
640d3067,085348b1,39f3c221,e068f1a5,00000055,28524055,604870d1,481a3084
1fbf7800,c1517fac,e7e1e405,5c3d675d,00000055,c6e00451,5c2c0759,9acc0308
f46c0c0c,875f95cc,00537d31,17bb011c,00000055,00131955,13330155,13201800
16f73161,f1be5360,a49a8160,ae33e14c,00000055,a4080055,a6016055,02096000
948ac6f4,d67b3db9,395f9109,851380d6,00000055,0051915c,00118011,0040114d
a817e650,bf071e28,9526c4d6,a2053959,00000055,1500c005,0200380d,1700f808
80eb426e,5d9f6c91,7ab48803,55b3ec1a,00000055,58340856,55302c4f,0d042419
fb3b2d2c,90dbdc83,d7ef5b81,bd6d3a4e,00000055,43e051d4,2960305b,6a80618f
f7102011,03f3250c,21aaa4f9,265649db,00000055,20a2044c,2442014c,04e00500
4e3329fd,483c1e08,8b31c930,d1fad44b,00000055,02010165,000a1414,020b1571
577656dd,94bde5aa,f1823704,94a6cd36,00000055,c1823351,80828163,4100b232
caf6f66c,1c9e001e,1d160724,a6b62820,00000055,14000675,86202075,92202600
e947cbdd,3c69048b,475ae00d,d96b154e,00000055,450ac051,d12a0513,9420c542
07a3443b,54cdafa1,5354866e,7221486d,00000055,5344825f,5220485d,0164ca02
2d219e3b,72285c2f,76b2a61e,10df4d3b,00000055,56008241,10094045,4609c204
5d95d74c,1175e0e0,38106c65,1d07cef3,00000055,08002471,0c0006f5,04002284
708e9561,6492efac,2993264d,b8422a73,00000055,00102218,10002a14,1010080c
12991c45,8dd7f40f,c7b29e56,1cf3f078,00000055,87028817,1c42e01d,9b40680a
1a237c85,c68165d0,7dd9328e,88a0e763,00000055,5c801051,88a00114,d4201145
d4b6dbeb,8f8024da,d6b429c2,4e94cb1f,00000055,52342955,4a14cb44,1820e211
497fe73a,d78944eb,ed635196,258174b9,00000055,8c6201c5,048020c4,88e22101
9a2f93b2,ba6ac960,28538907,d73859b2,00000055,20410857,000058c7,20415090
3128947f,f0f34be0,c3ab74c8,eb910046,00000055,c18b54dd,c1910053,001a548e
7759788f,e368bf2d,3b4b0669,e0c4e124,00000055,10010675,8000c175,9001c700
0d1bd8a8,f444e30c,7af5af8b,3e4a0980,00000055,78552bd5,384a09d5,401f2200
74d20959,4b21b7a7,ad6d6b48,3b13422d,00000055,2d612a1d,3b130279,16722864
260eba58,98f4691c,e4dc5582,92ce17f2,00000055,a4d85155,92ca1315,36124240
96512221,1cd96fb9,2734f3f8,6b7a4610,00000055,020041cd,0a084445,08080588
40ee1799,3240d03e,78686e75,157cc022,00000055,70284670,102cc077,60048607
039a1216,fa14fdf7,d0f54ed9,88698d9b,00000055,d0844e94,88088dd4,588cc340
9fa09f9b,8767738d,e647de66,0324e97f,00000055,0047cc53,0004e843,00432410
c5a082dd,4ee532c8,23436bf1,3c4cdb9e,00000055,03412044,08449041,0b05b005
1aaffccf,5b9588b3,64161463,11690fff,00000055,40121435,01280429,413a101c
3c099c7c,00d23180,08a40bf8,287f1aec,00000055,088009ad,285b08b9,20db0114
741d7eea,5ebde5d8,350cd9b9,63a5947f,00000055,20009965,22a09067,02a00902
0d95c4f5,b1cb9307,abcc5cb7,5286fae3,00000055,a84c54e7,100652b7,b84a0650
200a2a4f,cc184573,ff3489a5,afc36713,00000055,ec100971,ac026745,40126e34
71f82d87,65cc84ce,a9df1e6c,f6c65e67,00000055,0014081d,14040814,14100009
868a1296,49576e0b,fc7ed607,c91cb0c3,00000055,cc5c5450,c91c30d4,05406484
bc79bbc0,9eb277ee,7fa948d7,30be3389,00000055,22894853,208a005d,0203480e
42e35850,d2e77d19,23f7dc7b,d7dc01b6,00000055,0004041c,90040155,90000549
ee8ea34f,91a5b3a3,5761be9e,af42b30b,00000055,572110d9,2f02105d,78230084
006427ab,64b088fa,65f020e3,ea6dcdda,00000055,64d02014,60448d05,0494ad11
8da38f6c,ae69f1b9,9de8a48c,0a7943b4,00000055,01c824d1,024842c1,03806610
cca55ad7,9ad8022c,ab0a5bf0,d7a602f0,00000055,020858a5,562400a5,542c5800
9c80eb1e,2c416167,eb2be036,a07dc7b1,00000055,a0018065,a0418264,00400201
2b09ace6,a7d1a660,92302330,b749508e,00000055,80100255,844800d3,04580286
fed1ec44,578186a0,0155d73a,11420a04,00000055,01504275,01400a51,00104824
75c64412,8e014b92,37173545,eb5096c7,00000055,33070555,eb4006d5,d8470380
642baade,45bc0e57,4839224b,9aa3054d,00000055,0011205c,0083045c,00922400
a2ed667b,9e8ae286,74296a3a,afedaed7,00000055,3421006d,2c658480,184484ed
00e3a527,c31cf99e,92e4469a,92409562,00000055,82e444cd,82401475,00a450b8
c7d6ef86,8f7fcddb,a4973be2,39fde4b2,00000055,00812215,08a92045,08280250
0a2e20c5,99c746a5,c279e2eb,ace3d0f8,00000055,82696235,80e14035,02882200
cb1aff7c,314aa12f,a3d718bb,2e181dbe,00000055,a2501846,2a101c47,88400401
e1bd1ca2,206f71e8,adbabebe,8431342a,00000055,81922c5f,8010245f,01820800
881c6452,b1b5b92a,4cc48d32,676197e9,00000055,08808d65,2121953d,29a11858
0dbe72ac,2a425468,c220d172,e9e778ed,00000055,02200015,21e42091,23c42084
6117cd9d,c909dcae,64bcbd3b,03ca3a0e,00000055,201c1166,000a1057,20160131
8190ad14,265a6567,80ce801e,a3323273,00000055,80ca8047,a3020026,23c88061
d4a4eb6a,65d48a8a,af8468c9,564d469c,00000055,a1006095,104040d5,b1402040
ded0e192,d96edf56,fa9c062f,fb1a6f37,00000055,029c0651,031a2e51,01862800
ab24a29a,69842b50,ce027975,2bf299ca,00000055,c2000915,02a0899f,c0a0808a
b71810f8,2bedcd26,c67ee04e,1e1cad72,00000055,8474c01b,1c148d07,98604d1c
0e5d8594,cf1a3ac5,0fea0ba9,19d611b5,00000055,01420b54,01461144,00041a10
0b068cab,ab3c3d95,02132e65,7874daf0,00000055,00122071,20309065,2022b014
b59ca433,6730d914,c8c6c94e,c9ba8d59,00000055,c0844953,c0a80d54,002c4407
9e5b53a7,8e53416f,e4098355,b1aae2d2,00000055,00080215,10080295,10000080
b4384863,9e3e1491,2c809dec,8c1d60eb,00000055,28001cb5,080440b7,20045c02
d4ce8f1d,51b31b3c,ecdaa7d1,ef746c54,00000055,84588454,85740455,012c8001
b4ac5544,4d762a27,d00ab5a8,f3c1ec4c,00000055,d00a3575,f1c06c15,21ca5960
f9da1d83,d8c4aaf3,d3fca29e,cd5134f5,00000055,011ca245,01103425,000c9660
850f1097,5b615e28,79123545,b820307b,00000055,58020450,9820006e,c022043e
31e85df3,2cc12958,37d4fba5,968307fa,00000055,150070f4,140104ff,0101740b
da59a6bd,c0e1e0a1,9a171eea,ad860f1e,00000055,1a10065d,08800649,12900014
a2a7988c,06dfc938,edb8ed5c,f3dfa89b,00000055,a4384141,a05800c5,04604184
41de4c4c,a44bba16,eb3d1a6c,7f6c8262,00000055,e115121d,65048217,8411900a
73ba61d4,f8557a4d,baa46512,d6a28586,00000055,8aa40145,82a201d5,08060090
36502565,902281cb,a249d2ab,6d80bbec,00000055,a24080ff,2400a0f9,86402006
ee5f8b21,09b29a21,37f5817f,15594b23,00000055,27e50155,05490155,22ac0000
d469ef12,836c3641,e667f4a4,a3d4f4b4,00000055,4605d055,0304d045,45010010
a60b14b7,45b796f4,c5a49905,cd8065c5,00000055,c1a48054,c1800014,00248040
cc92118e,1b63bc2f,9ae443aa,71eb30a7,00000055,92e001f5,51e120f4,c3012101
5964be58,1cf2094b,bf2ad97e,c077a17b,00000055,05029147,4016a146,45143001
acd4cd0c,7e8a5611,4c5842f7,1550fa06,00000055,40580240,10509a51,50089811
141c76d0,e89f522d,3a6ec44b,7d3b2c0f,00000055,3802041c,7c032458,44012044
c8ef03ed,b1fb55f2,687c885e,a9754729,00000055,6814004b,2914465c,41004617
4260274c,0ad845b7,11a2e267,8f67262a,00000055,00a06236,0820227f,08804049
ff7fdc03,c46c88b1,d4f301ee,c2e66406,00000055,101300f7,02024457,121144a0
57e27da4,21f60113,ad56bf67,22eaba22,00000055,24143c72,22003877,06140405
956eec30,85c5aa54,a0cb02dc,7d48ccf0,00000055,008b0211,10084435,10834624
b61ff181,4beb230f,040a0482,82dee26f,00000055,040000d7,80d4c25b,84d4c28c
92b1acc1,5cb57851,cb14d8d9,9c8d664f,00000055,ca04d0c5,8c044455,46009490
1ab19d53,61397bd3,314b2286,c184ed93,00000055,310822d5,4180e4d5,7088c600
82cc1320,56e798e0,d4e068c2,35dc6717,00000055,d4200895,14080355,c0280bc0
e8729376,3e6ede02,7637f68d,fa63d332,00000055,56144451,d2004165,84140534
339704f4,b85de5af,796cd128,8633b89b,00000055,0948c15d,8202a04e,8b4a6113
14a15d78,0dd2cc26,f8244435,b85e0669,00000055,18200041,1852001d,0072005c
21b4ed23,93fc5cea,889ae9e9,cf8e4422,00000055,8008a19c,82080055,0200a1c9
91668f6a,07611173,2c54f860,ad35310d,00000055,04049855,8405105c,80018809
beb3c03c,cbc5b3a3,41bbb37c,719e60fb,00000055,41323349,711660ce,30245387
dba6e1ad,2f162e71,8a98bd3e,89437e5b,00000055,80908d49,80004e0d,0090c344
85d8409e,f4fa18c5,72352a2f,e922ca62,00000055,7020085e,61224817,11024049
19a1ca80,d3f57ada,ac1f1b01,643eab49,00000055,88141055,4014a01d,c800b048
dc186e20,6cba25eb,2c5f1ad3,9ed42050,00000055,20020a96,90800015,b0820a83
945a8da9,b01af305,f2196708,d5c7202e,00000055,2000665d,04402079,24404624
6a89b14d,63703e3e,4028e8aa,eee006bc,00000055,00288877,08e00665,08c88e12
6855f717,27295973,2b0f0964,90df9179,00000055,0b0c0831,005c8035,0b508804
9699e653,952a9abc,7faede90,a329d729,00000055,03a25cd5,0321547c,008308a9
13092567,3d198059,b9c6b2cb,a7883658,00000055,2800a05f,2600244d,0e008412
9027e1a0,25cbad3c,f7ad963c,3ed49ff2,00000055,b5ac0449,34c40cc5,8168088c
a0124897,7d3caf09,d31cf9e5,a5e7222b,00000055,d10ce1d1,8526225f,542ac38e
469af863,3a7d5991,8342c883,d42dc5c9,00000055,004280d7,54258195,54670142
bf0df846,c9c08a31,36fe501c,477ccce5,00000055,36cc5041,464c4030,70801071
49e6f33d,952d221f,0c5aa42e,aa027b7f,00000055,0c4a8077,88025177,8448d100
420362e9,15291fde,1b491bf7,bb297cb6,00000055,13081962,13287c63,00206501
d1a00c32,a49aa4a3,11e1f26c,9b0bcccf,00000055,1120a055,110a88d4,002a2881
5c541fd2,2318c1d9,f1126c0e,94767abb,00000055,71004c5f,14445a5e,65441601
3aadd1b3,e9cac4ca,9bc76943,a52a727f,00000055,93470114,8122102c,12651138
dbaf8f55,e8612ffa,a1dd0210,ecac0958,00000055,21cc0055,208c005d,01400008
630b53ab,c4015430,a80ee57a,0897caf9,00000055,a00a054f,000202cc,a0080783
99a75186,5f2c230c,c4733493,6f61f26b,00000055,c40330d7,4601725f,82024288
1ee1ebe5,729cb195,1797e6c4,d84ed8da,00000055,04154215,484c5805,4c591a10
11e5e500,ae73bc33,e247dfa4,6144929e,00000055,a2065975,21041047,83024932
8ebcc9b6,1185b4ce,715adf8f,ce78f644,00000055,11185d5d,8e387415,9f202948
6445aa78,b8642fa1,4625ce2a,ab530a85,00000055,4421845d,880100d4,cc208489
c02cff0f,167d4629,fba5df56,b2b44400,00000055,d2019953,92100055,40119906
c69d9985,9e3d166e,d6b82fe3,3042648a,00000055,50a00fb6,100004df,40a00b69
6e1349cb,1a6609a8,490ae59e,c9bca459,00000055,40004057,40340014,00344043
185e3f0b,aabf12cb,a702bbd2,851d3b9c,00000055,a2002995,800129d5,22010040
a497032d,ef0b9497,d3fea28c,fd023be4,00000055,439c82dd,490013f5,0a9c9128
0f5bfc60,1650d453,8400a5da,6a5a04e3,00000055,00002047,080a0076,080a2031
e62faf6e,6fb93515,07e18bc8,480bf0f2,00000055,01808a1d,08029027,09821a3a
8dd11dde,02f7c300,4a75cc15,f012dfa2,00000055,0a24cc41,8002ded7,8a261296
04d1c1b4,a63a236e,864adc34,dbead8b2,00000055,824ac045,82eac0c7,00a00082
4c394306,33d147cb,a37fa9dd,c7eab7be,00000055,23680098,47e804d9,64800441
abb1e30a,f155848b,6b3dee10,a3bce2f7,00000055,4a246655,02a462d4,48800481
37a3ed5a,d74f14d2,ff8001dd,40d5b243,00000055,e08001dd,40c4b055,a044b188
d5fec6f6,58d5df84,ea9f6cb4,31e5a38a,00000055,880b0865,01210157,892a0932
48bd6a24,7646de6d,560f1c99,e069807c,00000055,160b145c,2069801d,36629441
49ff0dfd,9c1f28ef,c839aec1,8db90e50,00000055,c0202455,85a00445,45802010
bb27c844,2d0d099f,88840de8,adb5baee,00000055,8000019d,8420809f,04208102
519860c7,e3476680,a39cebfd,959aef2c,00000055,a29c0210,909a0651,32060441
518402fc,23f2d112,ba588966,ad9153b0,00000055,32508133,201053f5,1240d2c6
4e0b9697,a76e42fe,39b71d3e,40f554d6,00000055,2925147d,40655415,69404068
f5eab338,7633e739,f37c333d,2bde823e,00000055,83581054,03d80055,80801001
e276c873,90384357,f6c1e650,4f09c04f,00000055,72408255,42088051,30480204
f7120ec5,40837387,f80cfdbb,8a4a6994,00000055,b0007d57,82006955,32001402
30935da2,71f0f840,fb705625,1e899f69,00000055,41600475,00018535,41618140
414b1c59,7e457872,07b3809b,d679eed8,00000055,0702005e,1608645d,110a6403
60a48c4f,0dbd5a35,2b8b1826,a5e5a11e,00000055,29091077,2501804f,0c089038
1828be4c,0065ccd9,be6d027e,8ccc98a1,00000055,184d0241,084c10d4,10011295
35bf4a49,58e085fc,a9afd81e,a23b509b,00000055,290fc841,201b40c4,09148885
0ec9f029,b37c1ef9,a66cae8e,ed1dc7f3,00000055,a424aed5,ad15c685,09316850
6d2362bc,381b4715,8c799c76,a55e13c8,00000055,04380475,051801dd,012005a8
596b0710,e15e87f6,f8ff0098,b9fc9db7,00000055,b83500d5,b83480f3,00018026
54fba987,049df475,2b56398a,2c08d7ec,00000055,004619d7,000055b5,00464c62
add4a492,8c5c33bb,08d4d200,1ec5adbe,00000055,00809255,0080857d,00001728
f645e6e8,9da5ba6a,e2fd0f04,8e1eed01,00000055,62e00c55,0a004c55,68e04000
37ee7e47,dd049109,f3b119a6,cdbe2ea5,00000055,e2a00953,c8aa2e51,2a0a2702
d38c025e,4f5fb9fe,26f4dafb,12b48ee1,00000055,04d09af5,10908af5,14401000
0791ff95,0c1127cf,89750c1d,2e2dd257,00000055,0900084d,0a00d007,0300d84a
ba3a31f6,e18dd473,76767cb0,d37bbb09,00000055,523664d5,5333a154,0105c581
728acb5a,a809791f,c74be31c,106567f8,00000055,c203a251,10012215,d2028044
826c9eda,988ba245,f5b26ccc,f2165e08,00000055,10a22cd9,12061c5d,02a43084
f367a4ec,5e395e0b,c17192e5,e3bdad83,00000055,815092b0,a11ca8d6,204c3a66
b4564308,10131145,f63473f8,945743dd,00000055,a404521d,84454218,20411005
f387223a,882164e6,9926f788,ae38d2db,00000055,192646dd,2a20428d,33060450
46266047,3dfa3b38,0f480943,abb73501,00000055,0b480916,2b941154,20dc1842
e0da43b8,d23b4c09,210c4bb3,b97e9aea,00000055,20000be4,30600af5,10600111
f0edad68,76717166,2888329e,8b93debd,00000055,0088105b,8290dc59,8218cc02
3b1523c6,b8cd5532,0047d9b7,6e31a88d,00000055,004050e1,021020d1,02507030
9677b104,4512b235,fdd057f9,fd1146e6,00000055,d1400364,d1010275,00410111
7212f375,caeefff2,895cb7b1,8bceb672,00000055,885c04d4,88cc0457,00900083
5e4c68b4,d7575a2a,d3d9ac7c,d435acf6,00000055,81192049,801120c3,0108008a
cf468274,79c66634,05261aa1,18b93c62,00000055,04000055,10802415,14802440
c0322863,7d18648f,e0c535a7,783f36f3,00000055,a00004f1,382a04b5,982a0044
2ef861f3,0ed36984,0b83344b,400c06b6,00000055,00030016,00080063,000b0075
92f0de95,757eb241,87d37d96,44413ba1,00000055,87826cc1,440028d5,c3824414
13fa62be,48dc798b,f2940eef,7da36a66,00000055,52040a70,59220a71,0b260001
2be10250,1acfa1d4,10325c03,2944d33e,00000055,10220055,21048351,31268304
29f3c4ed,66a85eba,a3d48652,0186be25,00000055,03508207,01029a50,02521857
ec8ba003,6a74fe24,97a46c58,95bef1b8,00000055,86a44c55,84be5075,021a1c20
c26ac6ab,f2188d63,217daa5c,8712e2b7,00000055,20700a1d,001242d5,206248c8
e9c1990f,2dc510cb,50d16350,89f59003,00000055,40000115,80048055,c0048140
de10058c,4bccb414,228a0914,d4f86cdb,00000055,00880145,94d820cd,94502188
9e0e7684,1b63efb8,ecc838b2,384a3080,00000055,84481865,00481055,84000830
396d4df6,e8df7594,09aab881,6e28d547,00000055,01a23855,40201017,41822842
0d6add7f,e65f3737,87cdf314,1146068b,00000055,8305e255,0104025d,8201e008
05655a78,c7023e11,6f47b8d1,57eec3e7,00000055,42472014,42664034,00216020
c653e39b,622045b4,53971488,5f8885e3,00000055,0013045d,04008476,0413802b
f1ff412c,ec2239c5,9cc47b91,a53a8c69,00000055,1cc478d4,0518083c,19dc70e8
bf47b7dd,d8cdf405,4bf12a09,4cfe4b2c,00000055,4380025d,448a435d,070a4100
a2bc93ef,250e4351,2b3284bf,986b9232,00000055,033280eb,80229067,8310108c
323b8620,680114b1,09dd150a,849f2d41,00000055,08181055,001a0054,08021001
0954f345,ded97232,9349fd72,8df1124a,00000055,93098127,85810017,16888130
d308eea7,503dd6d6,da9fa4a1,e52353bc,00000055,82152074,81211065,03343011
d40254c4,92e23c54,96d65026,56698c4e,00000055,06c04055,46600855,40a04800
1997ec9b,561b6340,fda3250b,20757ef7,00000055,4d80055e,00040e86,4d840bd8
8d866da8,4735eeac,8f69d4cc,d2b9eb4c,00000055,8a218051,c2b18351,48900300
67e2f6db,d301e729,9441f741,aaab1169,00000055,94411115,a0a31135,34e20020
8e9e1530,84ade206,d3173b30,2c475f41,00000055,02133365,08035755,0a106430
7c539222,f1c68804,966d46fc,27126cd2,00000055,84050271,05100857,81150a26
11d8fa8f,de027e17,dc2ff6ac,9fa495d0,00000055,cc0a84dd,8f8084c5,438a0018
624a1ef5,bd3550b5,1e03eb06,8e8c0b86,00000055,1e034a55,8e0c0a55,900f4000
08bf70c6,e1e22caa,e1796827,b4886300,00000055,e1594871,a0084055,41510824
05b14d1d,85b35783,cb39b757,9f2004e1,00000055,80001243,800000d5,00001296
d11d7df1,adb12079,0e91afba,0fba3d18,00000055,0c800ddd,0ca81d5d,00281080
4d61299a,f3cf89b5,07215e7c,b6696a1b,00000055,06200079,b628205e,b0082027
47ae0745,80be0620,b9570ee9,898adba4,00000055,81100034,81000171,00100145
a3f1e46d,dbd9ed0d,bf15d46d,4bdce825,00000055,38000035,48080875,70080840
dcd29e1e,5aaf4262,8307d94d,faf7ecd4,00000055,8205d819,8275cc01,00701418
286adb91,b670a9b3,61ed95a2,b7d4f96d,00000055,00081077,96107075,96186002
718d2f04,5595ff0e,0f565b71,0f44c793,00000055,04105055,0400c057,00109002
acd3f5ee,73a79bd6,21005778,a53c3dc7,00000055,0100466d,85342c55,84346a38
1d3eb074,be236165,b7f736ad,c3d61ca8,00000055,a3151054,83141055,20010001
bb3449f3,12634846,c6d9e43b,c602b0e7,00000055,80510064,800200f0,00530094
f2dc5611,8688cea0,438dee17,dc7db987,00000055,40048844,545498d4,14501090
ed50be0e,995ce564,73a61467,f766a4f7,00000055,70041037,74040037,04001000
b6f1a24b,904aacde,34ed1f9f,26d43d8c,00000055,24a90ec0,26900cd1,02390211
a85e1d4b,63f72f93,333614cc,b69a191b,00000055,0320109d,8288104d,81a800d0
e751e29e,9d862cb8,6eaad758,ff196310,00000055,6a82c655,7a114255,10938400
5832deac,78626997,6e97bc92,37f7f5b8,00000055,2010b447,2050b56d,0040012a
f85953a3,074fa74d,8a040f15,220588e5,00000055,8a040451,220480b1,a80084e0
2df3119d,6ae06456,ba80da4a,73aa39b3,00000055,0200501f,430231d6,410261c9
803212ab,b2ee7199,10aaa50b,29cf740a,00000055,10882157,20cc6057,30444100
434e2869,424eae7f,d79b440d,10320cac,00000055,01000451,00000451,01000000
6ed6dce7,5e465c5d,f184dee1,b0b0398c,00000055,308080f5,309000dd,00108028
f2c40a81,915c8831,b97faea7,452c381f,00000055,211882f5,41080045,601082b0
bee5d0b5,1991d488,b59cd168,884e2d37,00000055,a514007d,80440460,2550041d
451de54b,418c2072,e74757e6,7c314430,00000055,04014575,04114465,00100110
03e38a80,3171f34f,0dec9cff,50f0720d,00000055,0080189a,10907058,101068c2
e1dd1df9,add0a80d,42092852,ffae80d0,00000055,40092005,4c0c8085,0c05a080
75b105c0,a676985f,da8f4fc8,f4f65f48,00000055,d2870ddd,d0c61d5d,02411080
360a6593,2c1639bb,554aa7e8,680215f2,00000055,1008047d,08001475,18081008
7f1ccdbf,66e47653,ff7d5a5d,7df49439,00000055,19781a19,19f0907d,00888a64
0b1e46b6,1e9f6b7a,98fcd818,557bee2c,00000055,1080085d,15012c59,05812404
4a90324f,4f54d3a5,4fbde892,6add38ba,00000055,0584e0d7,00c420ff,0540c028
ecd6bc9e,c5eac994,bdd4121f,229c328f,00000055,2914105f,201c305f,09082000
474d1ad8,3a2bc428,72fb8c13,582cbf66,00000055,70628c45,58249e35,28461270
103408b8,83fe2705,2cc4e36b,40b2df78,00000055,00c0237c,00820f6d,00422c11
38cf7445,efffc8ba,a967a48e,999af905,00000055,8120a4db,9110b850,10301c8b
d1059a29,4f846b37,e0558a4a,1f03382d,00000055,8001805f,1e013059,9e00b006
3807a4a1,c76fb5d5,2c8a3ec0,f65ffad4,00000055,2c081015,f6481001,da400014
1f2ca974,232f1cc9,e73905d5,e404c60a,00000055,240105c0,2400845d,0001819d
896771ce,38154f32,4fa76c7f,58af8436,00000055,01222c29,10220461,11002848
8d44551b,854efbed,1b02d18d,7338f40b,00000055,080280d1,0008a457,080a2486
5def5ab4,99bd918b,0663c6f5,f694bd80,00000055,0442c260,c4108955,c0524b35
09f03f46,18eeffdc,53654848,72cfc1c9,00000055,1104405d,100ec0dd,010a8080
456427e1,687455cb,86726bf6,f6210e88,00000055,04106277,2400025d,2010602a
0b5c2f60,45bb1829,c297a9bd,b0e8aaa1,00000055,4287215c,00e02254,42670308
bf3dd8bb,f4eb4a8e,f9f37906,120955da,00000055,49d21051,02001045,4bd20014
0b661bc8,bb063951,6f1f83ba,7ad1a9b0,00000055,200002cd,304020c5,10402208
3d22feb8,c7054690,aec348fb,b0a96ec9,00000055,aa03087d,b021285d,1a222020
6b8cce0c,02d79448,d016c671,534d123d,00000055,40124215,41491251,015b5044
6e5c388d,4ca40db0,827a1e1d,7951c355,00000055,02781448,20500140,22281508
632ca6ca,035062cb,65d1ddd8,3180d9e1,00000055,6050c455,2000c054,40500401
47a06892,e713c059,125f64d8,b95a5035,00000055,0013209d,a0120054,a00120c9
67ab41b3,49e27b15,8126048c,fa896de0,00000055,000000d1,2a0928f5,2a092824
e4e0d6d7,8da3d98c,10ec298e,32184225,00000055,0040095f,20000254,20400b0b
836bb226,e3b100a9,81781d9c,26a85652,00000055,005810d9,20881257,20d0028e
d4da458f,03642018,58b2c166,f727165e,00000055,50b24153,d7260443,87944510
922a1ba9,ce6737b0,38f31f9c,dde9cd0a,00000055,18410c4d,5c490c5d,44080010
171bd735,2f57465f,dd394a09,b444d81d,00000055,1808005d,3044905d,284c9000
16f32cd2,b53d4865,87e36d76,3cc4ec61,00000055,83c26463,20c46474,a3060017
c93c2546,e68bd182,d1db10aa,692da671,00000055,019310d5,2925a415,28b6b4c0
fb2d0e2a,085177ca,cd91b341,7d0ce75b,00000055,c1103115,710c6115,b01c5000
